filename,number,xmin,ymin,xmax,ymax
hefei_4038.jpg,07817.9,43,136,464,209
hefei_4042.jpg,07462.2,148,68,423,117
hefei_4045.jpg,03421.8,136,72,584,158
hefei_4047.jpg,27521.7,78,83,505,146
hefei_4049.jpg,06948.4,135,89,401,145
hefei_4050.jpg,03657.7,121,67,561,146
hefei_4051.jpg,03292.1,96,58,552,143
hefei_4055.jpg,07111.0,107,57,589,155
hefei_4057.jpg,03335.5,56,23,458,85
hefei_4058.jpg,06015.8,131,128,511,206
hefei_4061.jpg,02181.6,139,127,382,178
hefei_4062.jpg,07827.2,45,161,518,248
hefei_4063.jpg,06826.6,171,97,422,151
hefei_4065.jpg,02438.2,73,86,507,153
hefei_4066.jpg,03158.0,87,62,506,130
hefei_4069.jpg,04363.8,125,80,504,158
hefei_4070.jpg,06870.1,100,56,515,122
hefei_4071.jpg,06191.7,71,74,480,140
hefei_4073.jpg,06168.2,76,99,511,167
hefei_4074.jpg,07180.4,47,132,468,199
hefei_4075.jpg,07786.5,36,133,427,244
hefei_4077.jpg,05846.5,62,115,506,193
hefei_4081.jpg,07568.4,130,1,459,56
hefei_4082.jpg,05158.2,65,84,480,159
hefei_4083.jpg,01491.6,70,134,564,245
hefei_4086.jpg,12400.3,107,114,538,192
hefei_4089.jpg,04056.8,92,38,487,101
hefei_4090.jpg,02882.4,36,67,415,129
hefei_4093.jpg,05541.1,49,84,467,156
hefei_4094.jpg,06356.9,50,54,422,117
hefei_4095.jpg,01011.7,63,78,472,147
hefei_4097.jpg,06021.7,66,122,491,219
hefei_4098.jpg,07120.5,48,81,466,147
hefei_4099.jpg,06058.3,77,87,517,168
hefei_4101.jpg,02565.2,95,110,500,190
hefei_4102.jpg,26225.6,54,122,498,197
hefei_4103.jpg,05289.6,76,78,486,144
hefei_4105.jpg,08582.4,69,61,478,127
hefei_4109.jpg,09362.1,87,81,505,148
hefei_4110.jpg,03330.0,65,95,542,182
hefei_4111.jpg,08463.3,75,55,494,127
hefei_4113.jpg,02555.7,68,84,483,153
hefei_4114.jpg,07505.6,71,47,475,110
hefei_4115.jpg,01971.0,164,173,436,224
hefei_4117.jpg,03234.0,44,67,439,133
hefei_4118.jpg,03302.8,157,64,424,107
hefei_4121.jpg,02939.4,76,83,488,162
hefei_4125.jpg,01758.6,68,55,470,122
hefei_4127.jpg,05999.6,70,53,478,119
hefei_4129.jpg,05447.3,53,89,466,161
hefei_4131.jpg,04666.6,67,99,489,167
hefei_4133.jpg,02359.9,96,61,517,139
hefei_4135.jpg,07764.3,73,154,500,233
hefei_4138.jpg,08943.6,58,79,485,151
hefei_4139.jpg,05109.5,89,98,501,173
hefei_4141.jpg,05522.6,53,161,471,236
hefei_4142.jpg,07849.9,79,23,406,98
hefei_4143.jpg,01760.2,83,52,500,120
hefei_4145.jpg,13351.9,182,89,437,133
hefei_4146.jpg,02368.2,80,62,492,128
hefei_4147.jpg,09409.2,118,136,537,250
hefei_4149.jpg,05965.1,86,123,505,213
hefei_4150.jpg,07389.9,92,130,531,204
hefei_4151.jpg,05127.3,167,101,442,150
hefei_4153.jpg,06733.6,44,239,394,314
hefei_4154.jpg,04314.0,191,96,466,147
hefei_4155.jpg,05981.0,128,92,507,164
hefei_4161.jpg,04393.6,126,63,543,132
hefei_4162.jpg,05811.7,53,78,463,141
hefei_4163.jpg,06978.3,156,75,405,123
hefei_4165.jpg,02609.2,122,45,556,117
hefei_4166.jpg,08805.3,74,79,512,152
hefei_4167.jpg,05739.1,48,0,453,74
hefei_4170.jpg,06071.4,63,112,482,179
hefei_4171.jpg,03208.9,159,86,417,130
hefei_4173.jpg,03748.3,84,61,492,124
hefei_4175.jpg,02508.5,180,76,438,127
hefei_4178.jpg,09728.0,65,169,482,244
hefei_4181.jpg,02144.2,128,90,576,168
hefei_4183.jpg,07520.1,81,45,472,108
hefei_4185.jpg,04086.1,51,115,463,187
hefei_4186.jpg,03705.2,37,61,434,130
hefei_4187.jpg,01434.7,62,130,569,226
hefei_4189.jpg,01308.5,174,84,457,135
hefei_4190.jpg,01247.6,54,124,515,217
hefei_4191.jpg,06833.6,122,117,389,165
hefei_4193.jpg,02675.0,145,105,550,186
hefei_4194.jpg,08741.3,82,43,500,109
hefei_4195.jpg,01832.5,199,132,435,176
hefei_4197.jpg,01715.3,104,28,557,112
hefei_4198.jpg,05954.8,117,101,392,151
hefei_4199.jpg,06768.4,167,91,413,130
hefei_4201.jpg,03469.3,109,35,551,115
hefei_4202.jpg,05943.1,191,89,455,139
hefei_4203.jpg,03412.1,154,110,418,158
hefei_4206.jpg,14558.3,44,55,431,121
hefei_4207.jpg,08420.3,51,126,482,198
hefei_4209.jpg,05887.5,146,138,426,189
hefei_4210.jpg,06002.6,65,41,464,107
hefei_4211.jpg,02388.8,70,28,491,108
hefei_4213.jpg,07785.8,108,137,547,222
hefei_4214.jpg,00163.3,163,159,465,214
hefei_4215.jpg,08613.8,145,63,434,112
hefei_4217.jpg,02979.5,197,45,463,100
hefei_4218.jpg,15128.1,41,151,417,223
hefei_4219.jpg,04057.1,69,130,503,202
hefei_4221.jpg,03570.5,87,66,531,151
hefei_4222.jpg,02370.8,116,124,578,209
hefei_4223.jpg,02246.7,50,81,446,144
hefei_4225.jpg,03078.0,123,20,563,88
hefei_4226.jpg,04215.0,65,164,512,238
hefei_4227.jpg,06043.4,110,143,541,242
hefei_4230.jpg,07389.0,92,34,504,101
hefei_4231.jpg,09896.4,153,181,456,241
hefei_4233.jpg,06806.6,63,54,458,120
hefei_4234.jpg,05892.2,93,40,501,107
hefei_4237.jpg,10189.5,108,76,461,132
hefei_4238.jpg,14230.1,181,14,496,77
hefei_4241.jpg,06845.8,145,95,437,146
hefei_4242.jpg,01697.8,90,65,565,152
hefei_4245.jpg,06052.6,19,113,438,188
hefei_4251.jpg,02085.1,68,59,477,132
hefei_4255.jpg,07184.6,184,103,465,158
hefei_4256.jpg,04317.5,101,82,411,154
hefei_4258.jpg,01800.0,70,75,483,143
hefei_4260.jpg,14121.1,161,160,438,211
hefei_4262.jpg,10613.0,74,58,456,126
hefei_4263.jpg,06828.5,170,151,437,200
hefei_4266.jpg,11068.9,96,96,534,177
hefei_4267.jpg,06443.3,67,35,484,102
hefei_4270.jpg,01858.2,103,116,582,212
hefei_4271.jpg,14746.7,68,85,480,151
hefei_4274.jpg,02618.5,93,74,527,152
hefei_4275.jpg,18593.7,141,192,465,255
hefei_4276.jpg,08469.3,95,84,496,151
hefei_4279.jpg,03739.8,119,121,366,164
hefei_4280.jpg,06688.6,181,80,444,122
hefei_4282.jpg,06492.0,54,74,459,137
hefei_4283.jpg,00000.3,54,70,485,181
hefei_4284.jpg,03106.8,83,69,564,160
hefei_4286.jpg,04519.2,154,109,438,170
hefei_4287.jpg,02570.8,170,79,438,123
hefei_4288.jpg,05552.9,174,53,410,98
hefei_4290.jpg,09427.8,66,105,481,173
hefei_4291.jpg,03502.2,166,120,421,165
hefei_4292.jpg,07119.5,189,90,404,135
hefei_4294.jpg,06218.3,82,84,509,158
hefei_4299.jpg,04468.3,68,141,489,216
hefei_4302.jpg,06905.0,155,98,393,140
hefei_4304.jpg,03235.3,80,14,463,77
hefei_4306.jpg,02570.8,163,56,593,152
hefei_4310.jpg,02846.2,88,82,519,160
hefei_4311.jpg,03953.7,81,131,516,204
hefei_4312.jpg,04211.6,121,92,568,178
hefei_4314.jpg,02627.8,45,114,480,183
hefei_4315.jpg,03700.0,122,93,554,173
hefei_4316.jpg,09641.0,191,121,446,176
hefei_4318.jpg,04116.7,98,63,508,130
hefei_4324.jpg,06854.0,128,47,358,89
hefei_4328.jpg,06285.6,61,82,460,144
hefei_4330.jpg,06428.3,50,29,442,101
hefei_4332.jpg,02807.1,70,79,530,163
hefei_4335.jpg,11065.0,104,9,499,89
hefei_4338.jpg,06896.2,146,175,576,255
hefei_4340.jpg,06148.2,66,31,467,103
hefei_4342.jpg,03461.6,114,27,527,102
hefei_4343.jpg,05135.3,61,126,565,218
hefei_4344.jpg,03342.6,178,95,451,150
hefei_4346.jpg,05622.1,186,97,437,148
hefei_4347.jpg,03074.5,126,81,560,159
hefei_4350.jpg,38493.2,65,75,480,138
hefei_4351.jpg,03277.2,95,36,507,104
hefei_4352.jpg,09832.5,49,169,451,243
hefei_4354.jpg,01274.5,157,87,453,143
hefei_4355.jpg,03203.0,70,48,479,116
hefei_4359.jpg,03197.7,46,45,463,113
hefei_4360.jpg,01530.8,41,107,488,175
hefei_4362.jpg,02290.9,103,81,542,167
hefei_4363.jpg,10335.1,112,106,525,185
hefei_4366.jpg,10876.1,41,33,440,132
hefei_4367.jpg,10139.5,40,125,480,199
hefei_4368.jpg,04649.8,85,47,487,109
hefei_4372.jpg,02407.2,88,49,494,142
hefei_4374.jpg,03061.8,117,77,592,169
hefei_4375.jpg,01520.8,56,126,547,222
hefei_4378.jpg,01641.0,95,80,550,165
hefei_4380.jpg,06380.8,73,37,494,106
hefei_4382.jpg,29659.4,110,82,516,145
hefei_4383.jpg,08422.5,116,22,539,94
hefei_4384.jpg,03234.3,67,102,503,182
hefei_4386.jpg,007446.3,93,133,511,206
hefei_4387.jpg,06708.3,166,94,468,144
hefei_4390.jpg,10942.7,73,152,515,225
hefei_4391.jpg,02961.7,65,77,486,144
hefei_4394.jpg,14852.3,54,108,505,192
hefei_4395.jpg,02381.1,131,59,558,126
hefei_4396.jpg,05457.5,86,109,525,181
hefei_4398.jpg,03282.4,115,42,524,114
hefei_4399.jpg,02646.2,120,148,576,227
hefei_4400.jpg,02551.6,70,96,539,188
hefei_4403.jpg,02425.3,67,118,455,186
hefei_4404.jpg,04595.2,72,68,484,135
hefei_4408.jpg,38316.2,158,122,420,172
hefei_4413.jpg,01704.7,96,172,517,256
hefei_4415.jpg,07740.6,100,60,496,122
hefei_4416.jpg,05892.6,92,29,489,113
hefei_4419.jpg,01684.5,191,118,453,168
hefei_4420.jpg,05988.1,48,155,503,248
hefei_4423.jpg,07793.9,95,156,483,230
hefei_4427.jpg,02516.3,71,85,529,171
hefei_4429.jpg,07602.1,91,80,523,170
hefei_4431.jpg,10208.0,78,104,496,178
hefei_4432.jpg,04011.1,101,28,518,101
hefei_4433.jpg,06429.8,177,85,436,141
hefei_4435.jpg,01621.6,32,122,526,213
hefei_4437.jpg,05812.8,94,136,545,233
hefei_4440.jpg,06592.6,57,14,456,77
hefei_4441.jpg,03155.1,157,114,432,164
hefei_4447.jpg,06022.9,192,107,473,170
hefei_4451.jpg,03364.9,95,52,496,113
hefei_4452.jpg,02170.2,82,101,531,193
hefei_4453.jpg,13940.0,109,157,505,230
hefei_4455.jpg,01912.5,147,101,392,151
hefei_4457.jpg,07490.3,67,72,488,138
hefei_4459.jpg,03684.0,62,172,483,247
hefei_4464.jpg,01476.6,55,98,486,179
hefei_4465.jpg,03398.4,66,52,399,112
hefei_4468.jpg,03110.8,68,153,500,231
hefei_4469.jpg,07746.2,149,70,374,115
hefei_4471.jpg,08353.0,111,59,536,125
hefei_4472.jpg,03647.3,29,107,444,176
hefei_4473.jpg,02179.5,100,103,566,193
hefei_4475.jpg,03554.5,92,114,514,194
hefei_4476.jpg,06761.3,233,116,529,165
hefei_4477.jpg,02852.4,125,55,550,118
hefei_4479.jpg,06109.1,64,55,479,122
hefei_4483.jpg,02993.2,117,56,513,130
hefei_4484.jpg,02204.2,121,64,576,139
hefei_4485.jpg,02945.5,78,55,480,121
hefei_4488.jpg,16685.8,15,134,425,212
hefei_4489.jpg,02821.2,67,83,494,164
hefei_4491.jpg,03895.6,58,153,485,231
hefei_4492.jpg,04323.7,188,92,508,148
hefei_4493.jpg,05172.4,71,55,466,118
hefei_4495.jpg,03402.2,173,129,449,180
hefei_4496.jpg,02407.1,141,117,460,180
hefei_4497.jpg,02681.7,165,98,433,142
hefei_4501.jpg,03348.5,91,1,441,37
hefei_4503.jpg,06693.1,164,81,415,138
hefei_4504.jpg,03086.9,100,86,506,148
hefei_4505.jpg,03898.8,41,35,438,102
hefei_4508.jpg,20618.0,110,88,407,148
hefei_4509.jpg,07630.0,83,59,485,122
hefei_4513.jpg,29402.1,64,106,487,173
hefei_4515.jpg,03230.7,72,65,485,133
hefei_4516.jpg,02961.3,141,148,396,196
hefei_4524.jpg,04219.1,58,122,423,185
hefei_4528.jpg,04044.4,54,148,486,229
hefei_4529.jpg,05367.8,82,41,469,119
